wikiID,freeID,movie_name,release_date,revenue,runtime,languages,countries,genres,character_name,birth,gender,height,ethnicity_code,actor_name,age_at_release,freeID_character_actor_map,freeID_character,freeID_actor,ethnicity_name
6471697,/m/0g6kwp,Ajooba,1991-04-12,,179.0,"{""/m/03k50"": ""Hindi Language""}","['India', 'Soviet Union']","{""/m/01hmnh"": ""Fantasy"", ""/m/03k9fj"": ""Adventure"", ""/m/01chg"": ""Bollywood""}",shahrukh,1952-10-30,M,,/m/0dryh9k,Dalip Tahil,38.0,/m/0jt50_,/m/0h8bcvc,/m/0fg_hg,
6471697,/m/0g6kwp,Ajooba,1991-04-12,,179.0,"{""/m/03k50"": ""Hindi Language""}","['India', 'Soviet Union']","{""/m/01hmnh"": ""Fantasy"", ""/m/03k9fj"": ""Adventure"", ""/m/01chg"": ""Bollywood""}",sultan of bahristan,1931-10-21,M,1.85,/m/0dryh9k,Shammi Kapoor,59.0,/m/05t7pgx,/m/0h8858t,/m/02vmzp,
6471697,/m/0g6kwp,Ajooba,1991-04-12,,179.0,"{""/m/03k50"": ""Hindi Language""}","['India', 'Soviet Union']","{""/m/01hmnh"": ""Fantasy"", ""/m/03k9fj"": ""Adventure"", ""/m/01chg"": ""Bollywood""}",ali,1942-10-11,M,1.88,/m/0583cz,Amitabh Bachchan,48.0,/m/0gxrdz3,/m/0gxrdz5,/m/0tj9,Kayastha
21618909,/m/05m_4m6,Barah Aana,2009-03-20,,97.0,"{""/m/03k50"": ""Hindi Language"", ""/m/02h40lc"": ""English Language""}",['India'],"{""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",aman,1981-10-18,M,1.78,/m/03w9bjf,Arjun Mathur,27.0,/m/0h7w65y,/m/0h7w65_,/m/064q7x3,British Indian
21236198,/m/05c4c72,Thief of Damascus,,,78.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"{""/m/02l7c8"": ""Romance Film"", ""/m/01hmnh"": ""Fantasy"", ""/m/03k9fj"": ""Adventure""}",khalid,1908-07-22,M,,,John Sutton,,/m/0g5vtqv,/m/0hnrvcw,/m/05c1xxy,
21236198,/m/05c4c72,Thief of Damascus,,,78.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"{""/m/02l7c8"": ""Romance Film"", ""/m/01hmnh"": ""Fantasy"", ""/m/03k9fj"": ""Adventure""}",aladdin,1926-03-01,M,,/m/041rx,Robert Clary,,/m/0hnrvc5,/m/0hnrvc8,/m/072prm,
21236198,/m/05c4c72,Thief of Damascus,,,78.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"{""/m/02l7c8"": ""Romance Film"", ""/m/01hmnh"": ""Fantasy"", ""/m/03k9fj"": ""Adventure""}",sultan raudah,1908-08-31,M,,,Edward Colmans,,/m/0hnrvdh,/m/0hnrvdl,/m/0hn3f9w,
21236198,/m/05c4c72,Thief of Damascus,,,78.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"{""/m/02l7c8"": ""Romance Film"", ""/m/01hmnh"": ""Fantasy"", ""/m/03k9fj"": ""Adventure""}",ali baba,1904-10-04,M,,,Philip Van Zandt,,/m/0hnrvbc,/m/0hnrvbg,/m/027d5k8,
33544694,/m/0kv9kh,Dhoom 3,2013-01-01,,,"{""/m/03k50"": ""Hindi Language""}",['India'],"{""/m/02kdv5l"": ""Action"", ""/m/0399b7"": ""Buddy cop""}",ali akbar fateh khan,1973-01-05,M,1.72,,Uday Chopra,39.0,/m/0h70tx4,/m/02nwd5b,/m/0486gk,
8637169,/m/027b_lp,Garage Days,2002-10-03,,105.0,"{""/m/02h40lc"": ""English Language""}","['Australia', 'New Zealand']","{""/m/0219x_"": ""Indie"", ""/m/03q4nz"": ""World cinema"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/04rlf"": ""Music""}",shad kern,1966-06-30,M,1.873,/m/02jvpv,Marton Csokas,36.0,/m/03jq60b,/m/0cnrz02,/m/03k8_c,
10594195,/m/02qjr0p,Betaab,1983-08-05,,154.0,"{""/m/03k50"": ""Hindi Language""}",['India'],"{""/m/04t36"": ""Musical"", ""/m/01chg"": ""Bollywood""}",sardar dinesh singh girji,1931-10-21,M,1.85,/m/0dryh9k,Shammi Kapoor,51.0,/m/02vcv9f,/m/0h3757c,/m/02vmzp,
11220896,/m/02r4288,Baba Kalyani,2006-12-15,,,"{""/m/0999q"": ""Malayalam Language""}",['India'],"{""/m/0lsxr"": ""Crime Fiction"", ""/m/02n4kr"": ""Mystery"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",isa muhammad haji,1963-05-19,M,,/m/04mvp8,Saikumar,43.0,/m/0c5l_r7,/m/0h7316s,/m/02pp77c,Malayali
27064671,/m/0bs1p_v,Four Friends,2010-10-28,,,"{""/m/0999q"": ""Malayalam Language""}",['India'],"{""/m/07s9rl0"": ""Drama""}",kamal hassan,1954-11-07,M,1.65,/m/0cmdl5l,Kamal Haasan,55.0,/m/0czw9__,/m/0h81cwj,/m/01x2tm8,Tamil Brahmin
706803,/m/034f7w,G.I. Jane,1997-08-22,97169156.0,125.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"{""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",c.o. salem,1942-03-29,M,1.8,,Scott Wilson,55.0,/m/0cg924_,/m/0cndbsn,/m/0gm8_p,
36524453,/m/0h805gn,Taj Mahal,1941-01-01,,,"{""/m/03k50"": ""Hindi Language""}",['India'],"{""/m/02l7c8"": ""Romance Film"", ""/m/03hn0"": ""Historical drama""}",child mumtaz,1929-06-15,F,,,Suraiya,11.0,/m/0h805gb,/m/0h805gd,/m/029t5l,
2262277,/m/06_461,Salaam Bombay!,1988-10-07,,114.0,"{""/m/03k50"": ""Hindi Language"", ""/m/02h40lc"": ""English Language""}","['France', 'India', 'United Kingdom']","{""/m/07s9rl0"": ""Drama"", ""/m/02m4t"": ""Existentialism"", ""/m/06lbpz"": ""Social problem film"", ""/m/03q4nz"": ""World cinema"", ""/m/01chg"": ""Bollywood""}",salim,,M,,,Mohanraj Babu,,/m/0gcxjhf,/m/0h703w2,/m/0gcxjhj,
8889869,/m/027ngfy,Apne,2007-06-29,,155.0,"{""/m/03k50"": ""Hindi Language"", ""/m/02h40lc"": ""English Language""}",['India'],"{""/m/01z02hx"": ""Sports"", ""/m/02h8pkk"": ""Family Drama"", ""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema""}",ahsan ali,1946-10-15,M,,/m/0bpjh3,Victor Bannerjee,60.0,/m/03js8mm,/m/0h73k68,/m/0c36fz,Bengali people
26967925,/m/0bj75qd,Outside the Law,2010-09-22,,137.0,"{""/m/064_8sq"": ""French Language"", ""/m/0jzc"": ""Arabic Language""}","['France', 'Belgium', 'Italy', 'Algeria', 'Tunisia']","{""/m/03g3w"": ""History"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema""}",ali,1980,M,,,Assaad Bouab,30.0,/m/0bv8621,/m/0bv860t,/m/0k0ggd,
26967925,/m/0bj75qd,Outside the Law,2010-09-22,,137.0,"{""/m/064_8sq"": ""French Language"", ""/m/0jzc"": ""Arabic Language""}","['France', 'Belgium', 'Italy', 'Algeria', 'Tunisia']","{""/m/03g3w"": ""History"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema""}",brahim,,M,,,Mustapha Bendou,,/m/0dm3wyx,/m/0dm3wy_,/m/0dm3wz6,
26967810,/m/0brzpsy,Of Gods and Men,2010-05-18,,122.0,"{""/m/064_8sq"": ""French Language"", ""/m/0jzc"": ""Arabic Language""}",['France'],"{""/m/03g3w"": ""History"", ""/m/07s9rl0"": ""Drama"", ""/m/02djzlc"": ""Religious Film"", ""/m/03q4nz"": ""World cinema"", ""/m/082gq"": ""War film""}",omar,,M,,,Abdellah Moundy,,/m/0byqmgp,/m/0byqmgs,/m/0bff5s1,
26967810,/m/0brzpsy,Of Gods and Men,2010-05-18,,122.0,"{""/m/064_8sq"": ""French Language"", ""/m/0jzc"": ""Arabic Language""}",['France'],"{""/m/03g3w"": ""History"", ""/m/07s9rl0"": ""Drama"", ""/m/02djzlc"": ""Religious Film"", ""/m/03q4nz"": ""World cinema"", ""/m/082gq"": ""War film""}",ali fayattia,,M,,,Farid Larbi,,/m/0bv84w_,/m/0byqmf9,/m/0bv84w0,
6846215,/m/0gs973,Inkheart,2008-12-11,62450361.0,106.0,"{""/m/02h40lc"": ""English Language""}","['United States of America', 'United Kingdom', 'Germany']","{""/m/06n90"": ""Science Fiction"", ""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hj3myc"": ""Children's Fantasy"", ""/m/060__y"": ""Film adaptation"", ""/m/07s9rl0"": ""Drama"", ""/m/0hqxf"": ""Family Film""}",farid,1989-06-24,M,,/m/0d7wh,Rafi Gavron,19.0,/m/0c05fvc,/m/02qhklv,/m/026s9_p,
9555242,/m/07s4d6n,The Cheetah Girls: One World,2008-08-22,,90.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"{""/m/0hqxf"": ""Family Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",rahim,1983-01-24,M,,,Rupak Ginn,25.0,/m/0h39dfl,/m/0n9hj74,/m/0bh43mn,
19898489,/m/04q2g0m,Tawaif,1985-01-01,,141.0,"{""/m/03k50"": ""Hindi Language"", ""/m/02hxcvy"": ""Urdu Language""}",['India'],"{""/m/03q4nz"": ""World cinema"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/01chg"": ""Bollywood""}",rahim sheikh,1935-10-22,M,,/m/0dryh9k,Kader Khan,49.0,/m/0cs4gx8,/m/0h35t7l,/m/0894_x,
19898489,/m/04q2g0m,Tawaif,1985-01-01,,141.0,"{""/m/03k50"": ""Hindi Language"", ""/m/02hxcvy"": ""Urdu Language""}",['India'],"{""/m/03q4nz"": ""World cinema"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/01chg"": ""Bollywood""}",dawood mohammed ali khan yusuf zahi,1952-09-04,M,1.7,/m/02sch9,Rishi Kapoor,32.0,/m/0dgb232,/m/0dgb22z,/m/03f02ct,Punjabis
1480747,/m/054vql,House Party 2,1991-10-23,19438638.0,94.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"{""/m/01q03"": ""Cult"", ""/m/01j1n2"": ""Coming of age"", ""/m/01z4y"": ""Comedy"", ""/m/02b5_l"": ""Teen""}",bilal,1965-04-16,M,1.71,/m/0x67,Martin Lawrence,26.0,/m/04m2sbw,/m/0gy9ydv,/m/02633g,African Americans
22021525,/m/05n_fgw,Alibaba Aur 41 Chor,2010-01-01,,,"{""/m/03k50"": ""Hindi Language""}",['India'],"{""/m/03btsm8"": ""Action/Adventure"", ""/m/01chg"": ""Bollywood"", ""/m/03q4nz"": ""World cinema""}",ali baba,1972-12-17,M,1.85,/m/0bymc,John Abraham,37.0,/m/0gm2f4h,/m/03qq8p,/m/049m19,Parsi
4461403,/m/0c3qlm,"Hey, Hey, It's Esther Blueburger",2008-03-20,,103.0,"{""/m/02h40lc"": ""English Language""}","['Australia', 'New Zealand']","{""/m/0219x_"": ""Indie"", ""/m/03q4nz"": ""World cinema"", ""/m/01j1n2"": ""Coming of age"", ""/m/01z4y"": ""Comedy"", ""/m/07s9rl0"": ""Drama"", ""/m/0vgkd"": ""Black comedy"", ""/m/02b5_l"": ""Teen""}",sunni,1990-03-24,F,1.68,/m/02jvpv,Keisha Castle-Hughes,17.0,/m/0jzd3j,/m/0bh5jn2,/m/018lb1,
21604407,/m/05msfyg,Aduri,2008-05-16,,101.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"{""/m/01jfsb"": ""Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",aduri aman,,F,,,Ariana Almajan,,/m/0k6fx9s,/m/0k6fxpj,/m/0gbxn_9,
21604407,/m/05msfyg,Aduri,2008-05-16,,101.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"{""/m/01jfsb"": ""Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",saif uddin (as kawan karadaghi),,M,,,Kawan Kean,,/m/0k6fxb8,/m/0k6fx8n,/m/0gbywcm,
21604407,/m/05msfyg,Aduri,2008-05-16,,101.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"{""/m/01jfsb"": ""Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",mrs. aman,,F,,,Gita M. McCarthy,,/m/0k6fxbd,/m/0k6g0yl,/m/0k6fx8r,
21604407,/m/05msfyg,Aduri,2008-05-16,,101.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"{""/m/01jfsb"": ""Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",mr. aman,,M,,,Wilson White,,/m/0k6h9d6,/m/0k6h9d9,/m/0k6h9dj,
21604407,/m/05msfyg,Aduri,2008-05-16,,101.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"{""/m/01jfsb"": ""Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",rakib shah,,M,,,Karthik Srinivasan,,/m/0k70lnm,/m/0k6fx91,/m/0k70lnr,
13870077,/m/03clrxq,The Sun in a Net,1962-01-01,,90.0,"{""/m/01wgr"": ""Czech Language"", ""/m/06zvx"": ""Slovak Language""}",['Czechoslovakia'],"{""/m/07s9rl0"": ""Drama"", ""/m/01xtwm"": ""Czechoslovak New Wave""}",jana,1944-06-03,F,,,Oľga Šalagová,17.0,/m/0n4qhqx,/m/0n7yqz7,/m/0n4qhqv,
12065528,/m/02vnnfb,Mission 90 Days,2007-06-07,,,"{""/m/0999q"": ""Malayalam Language""}",['India'],"{""/m/01jfsb"": ""Thriller"", ""/m/01f9r0"": ""Docudrama"", ""/m/02qfv5d"": ""Political thriller""}",nalini,,F,,,Radhika,,/m/0h8dy6b,/m/0h8dy6d,/m/07s9kn4,
25359124,/m/09g9snk,The Infidel,2010-04-09,,105.0,"{""/m/02h40lc"": ""English Language""}",['United Kingdom'],"{""/m/01z4y"": ""Comedy"", ""/m/0219x_"": ""Indie""}",saamiya nasir,1972-05-31,F,1.6,/m/03cdk7b,Archie Panjabi,37.0,/m/09j36xp,/m/0bd0wmh,/m/0br16n,
25359124,/m/09g9snk,The Infidel,2010-04-09,,105.0,"{""/m/02h40lc"": ""English Language""}",['United Kingdom'],"{""/m/01z4y"": ""Comedy"", ""/m/0219x_"": ""Indie""}",mahmud nasir,1965-09-30,M,1.65,/m/02q206y,Omid Djalili,44.0,/m/09j36xb,/m/0bd0wm8,/m/035dg_,Iranians in the United Kingdom
25359124,/m/09g9snk,The Infidel,2010-04-09,,105.0,"{""/m/02h40lc"": ""English Language""}",['United Kingdom'],"{""/m/01z4y"": ""Comedy"", ""/m/0219x_"": ""Indie""}",rashid nasir,1979,M,,,Amit Shah,31.0,/m/0bd105p,/m/0bd101f,/m/0bd101b,
25359124,/m/09g9snk,The Infidel,2010-04-09,,105.0,"{""/m/02h40lc"": ""English Language""}",['United Kingdom'],"{""/m/01z4y"": ""Comedy"", ""/m/0219x_"": ""Indie""}",tariq,,M,,,Stewart Scudamore,,/m/0bd105f,/m/0bd116g,/m/0bd100_,
18544488,/m/04g21p0,Meera,1979-05-18,,138.0,"{""/m/03k50"": ""Hindi Language""}",['India'],"{""/m/01chg"": ""Bollywood""}",rana bhojraj sesodia,1946-10-06,M,1.85,/m/0dryh9k,Vinod Khanna,32.0,/m/04lrzws,/m/0h7537x,/m/08d6bd,
18544488,/m/04g21p0,Meera,1979-05-18,,138.0,"{""/m/03k50"": ""Hindi Language""}",['India'],"{""/m/01chg"": ""Bollywood""}",rana vikramjeet singh sesodia,1931-10-21,M,1.85,/m/0dryh9k,Shammi Kapoor,47.0,/m/04lrzx2,/m/0h72_q2,/m/02vmzp,
35882314,/m/0h80ncn,Dard Ka Rishta,1982-01-01,,,"{""/m/03k50"": ""Hindi Language""}",['India'],"{""/m/07s9rl0"": ""Drama""}",dr. najma,,F,,,Naaz Hussein,,/m/0hhg7ls,/m/0hhg7lw,/m/0hhg7m2,
30856194,/m/0gfffqy,Bol Bachchan,2012-07-06,,155.0,{},['India'],"{""/m/05p553"": ""Comedy film""}",sania ali,1985-10-26,F,1.63,/m/0dryh9k,Asin Thottumkal,26.0,/m/0gy4_l9,/m/0n7yspq,/m/0cfxd5,
31384964,/m/0gk_c7z,Kabooliwala,1993-01-01,,,"{""/m/0999q"": ""Malayalam Language""}",['India'],"{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",nair,1924,M,,,Sankaradi,69.0,/m/0j4nn1l,/m/0j4nrv0,/m/051v__g,
31384964,/m/0gk_c7z,Kabooliwala,1993-01-01,,,"{""/m/0999q"": ""Malayalam Language""}",['India'],"{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",raji,,F,,,Suma Jayaram,,/m/0j4nn21,/m/0j4nrrv,/m/0j4nn24,
3478537,/m/09fn1w,Jodhaa Akbar,2008-02-13,,213.0,"{""/m/03k50"": ""Hindi Language"", ""/m/02hxcvy"": ""Urdu Language""}",['India'],"{""/m/03k9fj"": ""Adventure"", ""/m/03q4nz"": ""World cinema"", ""/m/02p0szs"": ""Historical fiction"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/03bxz7"": ""Biographical film"", ""/m/02kdv5l"": ""Action"", ""/m/02l7c8"": ""Romance Film"", ""/m/01chg"": ""Bollywood""}",jalaluddin muhammad akbar,1974-01-10,M,1.82,/m/02sch9,Hrithik Roshan,34.0,/m/0dgb411,/m/0dgb40y,/m/0f5zj6,Punjabis
3478537,/m/09fn1w,Jodhaa Akbar,2008-02-13,,213.0,"{""/m/03k50"": ""Hindi Language"", ""/m/02hxcvy"": ""Urdu Language""}",['India'],"{""/m/03k9fj"": ""Adventure"", ""/m/03q4nz"": ""World cinema"", ""/m/02p0szs"": ""Historical fiction"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/03bxz7"": ""Biographical film"", ""/m/02kdv5l"": ""Action"", ""/m/02l7c8"": ""Romance Film"", ""/m/01chg"": ""Bollywood""}",mallika hamida banu,,F,,,Poonam Sinha,,/m/0h4yyx0,/m/0h5skrx,/m/0h4yqzh,
3478537,/m/09fn1w,Jodhaa Akbar,2008-02-13,,213.0,"{""/m/03k50"": ""Hindi Language"", ""/m/02hxcvy"": ""Urdu Language""}",['India'],"{""/m/03k9fj"": ""Adventure"", ""/m/03q4nz"": ""World cinema"", ""/m/02p0szs"": ""Historical fiction"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/03bxz7"": ""Biographical film"", ""/m/02kdv5l"": ""Action"", ""/m/02l7c8"": ""Romance Film"", ""/m/01chg"": ""Bollywood""}",rana uday singh,1953,M,,/m/0dryh9k,Surendra Pal,55.0,/m/0h77m7g,/m/0h77m7j,/m/04ldqtp,
27850628,/m/0cc6q5d,Lafangey Parindey,2010-08-20,,125.0,"{""/m/03k50"": ""Hindi Language""}",['India'],"{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema""}",usmaan ali,1963,M,,/m/0dryh9k,Piyush Mishra,47.0,/m/0djbn24,/m/0h726w7,/m/026p3wd,
3662683,/m/09t10b,American Dreamz,2006-04-21,16458459.0,108.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"{""/m/0cshrf"": ""Political cinema"", ""/m/0gf28"": ""Parody"", ""/m/05mrx8"": ""Political satire"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3nby"": ""Media Satire""}",iqbal riza,1981-03-25,M,,/m/0466nw8,Tony Yalda,25.0,/m/0b6sqtq,/m/0ghvrr4,/m/0274x6k,
3662683,/m/09t10b,American Dreamz,2006-04-21,16458459.0,108.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"{""/m/0cshrf"": ""Political cinema"", ""/m/0gf28"": ""Parody"", ""/m/05mrx8"": ""Political satire"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3nby"": ""Media Satire""}",ali riza,1960-05-17,M,,/m/0466nw8,Jay Harik,45.0,/m/0ghvrqg,/m/0ghvrqk,/m/0gbzql8,
32189501,/m/04j0cv9,Zabardast,1985-01-01,,150.0,"{""/m/03k50"": ""Hindi Language""}",['India'],"{""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema""}",anwar,,M,,,Tariq,,/m/0h77grb,/m/0h77grd,/m/0dj2kb8,
13517427,/m/03c7xbk,Devadas,1989-01-01,,,"{""/m/0999q"": ""Malayalam Language""}",['India'],"{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",raman nair,1930,M,,,Bahadur,59.0,/m/0jvrqw0,/m/0jvrqw3,/m/02qftvr,
21106078,/m/05bzw9q,8,2008-01-01,,100.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}",['France'],"{""/m/07s9rl0"": ""Drama"", ""/m/06lbpz"": ""Social problem film""}",arif,1972-08-18,M,,/m/0dryh9k,Ranvir Shorey,35.0,/m/0h70m5j,/m/0h70m5m,/m/02x2fvz,
5534117,/m/0dr9ty,Karma,1986-08-08,,194.0,"{""/m/03k50"": ""Hindi Language""}",['India'],"{""/m/03btsm8"": ""Action/Adventure"", ""/m/03q4nz"": ""World cinema""}",vishwa pratap singh aka rana,1922-12-11,M,1.78,/m/09743,Dilip Kumar,63.0,/m/02vc7j_,/m/0h7br3b,/m/023sng,Pashtuns
